Unnamed: 0,Text,tokens,sent_score,word_count,sent_index
0,서울 되련님들도 뭣같고 오세이돈도 뭣같고 지옥런한 새끼도 뭣같고 산불 안보러간다고 욕을 욕을 했으면서 멀쩡한 컨트롤타워 버리고 침수도 안 된 지 집에서 궁댕이 뭉개고 있던 새끼도 뭣같음,서울 되련 뭣같 이돈 뭣같 지옥런 새끼 뭣같 산불 보러 간다 했으면서 멀쩡한 컨트롤 타워 버리고 침수 궁댕 뭉개 있던 새끼 뭣같음,-4,103,-0.038834951456310676
1,지겹게 이어지던 산불  기억속에 가득하다,지겹게 이어지던 산불 가득하다,0,22,0.0
2,s    이번주 뉴스만 해도   파키스탄 지난  주간 폭우로    명 사망   미국 켄터키주 폭우로   명 사망   이란 폭우로   명 사망   미국 북서부 산불 계속 번지는중   작년에   도를 찍고 전소한 캐나다 리튼시 올해도   도,이번 뉴스 해도 파키스탄 지난 주간 폭우 사망 미국 켄터키주 폭우 사망 이란 폭우 사망 미국 서부 산불 계속 번지 작년 도를 찍고 전소 캐나다 튼시 올해,-4,132,-0.030303030303030304
3,s            이상 이천화재로 사람죽어갈때 경기도지사랑 떡볶이먹방찍고계셨던 분의 말씀이셨습니다     s,이상 화재 사람 죽어 도지사 떡볶이 먹방 찍고계셨던 말씀 셨습,-2,63,-0.031746031746031744
4,재난에 닥치니 진짜 문재인대통령  이낙연 총리님시절이 그리워죽겠음 그때 산불났을 때 어떻게 했냐 다른거도 비슷함  총리님 상황실에서 정리된 브리핑 하심 노란잠바입고 앉으셔서 산림청 소방청 강원도에 있는 관계기관들 짚으며 현재,재난 닥치니 진짜 문재인 대통령 이낙연 총리 시절 그리워 죽겠음 그때 산불 났을 어떻게 했냐 다른 거도 비슷함 총리 상황 정리 브리핑 노란 잠바 입고 앉으셔서 산림청 소방청 강원도 있는 관계 기관 짚으며 현재,1,125,0.008
5,너희들의 메시아인 이재명이 대통령이었으면 달랐을까  재난 상황마다 꼴값을 떨었던 이재명이  판교 환풍구 사고 때 이재명이 어떻게 행동했나 알아봐  쿠팡화재 때문에 소방관이 죽어갈 때 뭐 했는지도 알아보고  코로나,너희 메시아 이재명 대통령 이었으면 달랐을까 재난 상황 꼴값 떨었던 이재명 판교 풍구 사고 이재명 어떻게 행동 했나 알아봐 쿠팡 화재 때문 소방관 죽어 했는지도 알아보고 코로나,-2,118,-0.01694915254237288
6,윤석열이  머  라고  했더  라       밤   시  울진 산불  이재민 찾아     있더라도 헬기라도 타고 와야죠    다음 뉴스     s,윤석열 울진 산불 재민 찾아 있더라도 헬기 타고 와야죠 다음 뉴스,0,81,0.0
7,s       년 속초 산불 때 속초시장이 전날 제주도여행을 떠났다가 당일 밤비행기가 없어 다음날 첫비행기로 부랴부랴 올라온 것조차  바람직하지 않은 처신 이라고 비난했던 언론을 기억한다  그런데 서울 한복판 물난리에 밍기적대면서,속초 산불 속초시 전날 제주도 여행 떠났다가 당일 비행기 없어 다음 비행기 부랴부랴 올라온 바람직하지 않은 처신 비난 했던 언론 기억 그런데 서울 복판 물난리 기적 대면,0,128,0.0
8,s             윤석열 폭우 출근 못함 비난하면서   이재명 쿠팡 화재 먹방은 모른척  이낙연 산불 재해 막은 것  아프리카돼지열병 막은 것은 무시,윤석열 폭우 출근 비난 하면서 이재명 쿠팡 화재 먹방 모른 이낙연 산불 재해 막은 아프리카 돼지 열병 막은 무시,-6,87,-0.06896551724137931
9,s    미드 뉴스룸에서  년전에 나온 장면  지금 탄소예산은    기가톤정도 남았고  대기중 이산화탄소 농도는         여기서 말하는 대량이민  산불  폭풍  식량난  식수부족  역병같은  포스트아포칼립스 세계 는 이미 맛보고있네,미드 뉴스룸 년전 나온 장면 지금 탄소 예산 기가톤 정도 남았고 대기 이산화탄소 농도 여기 하는 대량 이민 산불 폭풍 식량난 식수 부족 역병 같은 포스트 아포칼립스 세계 맛보고있네,-3,132,-0.022727272727272728
10,물난리나니까 찢빠새끼들이 슬슬 이재명이었으면 어쩌고 하면서 드릉대는 거 같은데 이재명 저 호로새끼 쿠팡화재때 떡볶이 쳐먹던 거는 말할 것도 없고     추석에 코로나 아웃브레이크 시작되고 그 다음      여름 폭우도 있었는,물난리 새끼 슬슬 이재명 이었으면 어쩌 하면서 드릉대 같은데 이재명 호로 새끼 쿠팡 화재 떡볶이 먹던 없고 추석 코로나 아웃브레이크 시작 되고 다음 여름 폭우 있었는,-2,125,-0.016
11,쿠팡 대형 화재때 깔깔 웃으면서 떡볶이 먹방 하는거 생생하게 봤는데 어딜 올려쳐,쿠팡 대형 화재 깔깔 웃으면서 떡볶이 먹방 하는거 생생하게 봤는데 올려,-2,44,-0.045454545454545456
12,울 엄니도   년차 공무원이신데 재난 상황에는 늘 비상근무라 집에 없었음  여기는 비가 안 와서 현재 침수피해는 없지만 눈이 조금이라도 많이 오거나 산불이 난다거나 하면 비상근무로 새벽 퇴근 또는 밤 새고 그 담날 아,엄니 년차 공무원 재난 상황 비상 근무 없었음 여기는 와서 현재 침수 피해 없지만 조금 오거 산불 난다거나 하면 비상 근무 새벽 퇴근 새고 담날,-2,121,-0.01652892561983471
13,s     이재명은 대통령 추첨 기간 동안 삼척 울진 산불 났을 때도 지 방문 시간 주작질 하던 위인인데 ㅋㅋ,이재명 대통령 추첨 기간 동안 삼척 울진 산불 났을 방문 시간 주작 하던 위인,0,61,0.0
14,이낙연 총리시절  강원도 산불저지를 위해 전국서 모여드는 소방관과 소방차들      이날 소방차 행렬을 보고 너무너무 감명받았습니다      s,이낙연 총리 시절 강원도 산불 저지를 위해 전국 모여드는 소방관 소방차 소방차 행렬 보고 감명 받았습니다,-2,80,-0.025
15,이재명이 재난에 대처하는 방식     코로나 이후      재난지원금을 노래하며 각종 기금에서 예산을 빼내어 수조원의 빚을 남김     년 정작 경기도 수해 때   개군 시군에 꼴랑   억원 지원     년 문정부의 재난지원금 정,이재명 재난 대처 하는 방식 코로나 이후 재난 원금 노래 하며 각종 기금 예산 빼내어 수조 남김 정작 경기도 수해 개군 억원 지원 정부 재난 원금,-1,128,-0.0078125
16,s       s   s    이재명 낙선 원인은 황교익과 먹방 촬영하고  황교익을 차관급 지위인 경기관광공사 사장에 임명한 걸로   만 표는 날라갔다고 생각한다  경기도 소방 최고 책임자가 자기 지역 대형 화재를 팽개치고 마산까지 내려가 원,이재명 낙선 원인 황교익 먹방 촬영 황교익 차관 지위 경기 관광 공사 사장 임명 날라 갔다고 생각 한다 경기도 소방 최고 책임자 자기 지역 대형 화재 팽개 마산 내려가,-2,135,-0.014814814814814815
17,윤석열 지난 대선때 산불현장 가서 헬기라도 타고 와야죠 하며 입털며 사진만 찍고 갔던거 생각나면 열불이 난다     s,윤석열 지난 대선 산불 현장 가서 헬기 타고 와야죠 하며 입털 사진 찍고 갔던거 생각나면 난다,0,66,0.0
18,민주당 정치인이 산불 방지 예산을 깎았는가     민주당 정치인이 산불 났는데 퇴근했는가,민주당 정치인 산불 방지 예산 깎았는가 민주당 정치인 산불 났는데 퇴근 했는가,2,49,0.04081632653061224
19,s        s   현재 우리나라에는 에탄올 화로 안전 기준이 없습니다  소비자원이 시중 판매 화로  종을 호주 기준에 따라 조사한 결과 모두 부적합한 것으로     에탄올은 불꽃이 잘 보이지 않는 특성이 있습니다  사용자가 불꽃,현재 우리나라 에탄올 화로 안전 기준 없습니다 소비자원 시중 판매 화로 호주 기준 따라 조사 결과 모두 부적합한 에탄올 불꽃 보이지 않는 특성 있습니다 사용자 불꽃,-3,130,-0.023076923076923078
20,이천화재 떡볶이먹방으로 이미 이재명 재난대비 능력과 인성은 아예 없는 걸로 판명되었다  그니깐  개소리 하지 마  이낙연이 답이다,이천 화재 떡볶이 먹방 이재명 재난 대비 능력 인성 아예 없는 판명 되었다 소리 하지 이낙연,-2,72,-0.027777777777777776
21,s              산불 나면 간다 했지 비 좀 온 거 가지고 가겠단 소리는 안했다     s,산불 나면 간다 했지 가지 가겠단 소리 했다,0,56,0.0
22,그래 ㅆㅂ 우리가 산불 나고 지진 날때 문재인 때문이다 함  장난하자는 것도 아니고 뭐만 하면 윤석열 때문이다 지랄하니까 빡치는거지,그래 우리 산불 나고 지진 날때 문재인 때문 장난 하자는 아니고 하면 윤석열 때문 지랄 하니까 빡치는거지,1,73,0.0136986301369863
23,s          이재명  도지사는 소방업무밖에 하는 게 없다  이렇게 말해놓고 정작 경기도에 화재났을 때 황교익이란 마산에서 떡볶에 처묵처묵,이재명 도지사 소방 업무 하는 없다 해놓고 정작 경기도 화재 났을 황교익 마산 볶에 처묵처묵,-3,80,-0.0375
24,울진은 산불로 서울은 침수로,울진 산불 서울 침수,0,15,0.0
25,이재명이 됐으면 안 그랬다고  쿠팡화재 때 이러고 있었던 거 다 까먹었음      s,이재명 됐으면 그랬다고 쿠팡 화재 이러고 있었던 까먹었음,-2,47,-0.0425531914893617
26,잦은 폭우와 태풍을 겪는 부산사람인데   장마 끝나고나 비가 많이 내리고 나서부터 바퀴 출몰이 심해져요 밖에서 하수구 물 조금이라도 튀면 바로 박박 씻어야해요 여름 하수구는 특히 바퀴벌레 천국 겨울에도 사는데요 뭐,잦은 폭우 태풍 겪는 부산 사람 장마 끝나고나 내리고 나서부터 바퀴 출몰 심해져요 하수 조금 튀면 바로 씻어 야해요 여름 하수 바퀴벌레 천국 겨울 사는데요,-6,119,-0.05042016806722689
27,s           서울 물난리에 당했습니다  저희 공방 건물에서는 하수관이 역류해 윗층이 침수되는 바람에  저희 공방 천장도 무너져서 포장재나 재료가 다 잠겼네요    당분간 발송이 어찌 될지는 내일 아침 정리하며 다시한번 확인해 자세한,서울 물난리 당했습니다 저희 건물 하수 역류 침수 되는 바람 저희 천장 무너져서 포장재 재료 잠겼네요 당분간 발송 어찌 될지는 내일 아침 정리 하며 다시 한번 확인 자세한,-3,134,-0.022388059701492536
28,저희 어머니도 강원도 사시는데 출근길에 큰 소리가 나서 뒤돌아보니 나무가 무너져있었대요 강원도 침수 산사태 피해에 관심 가져주세요     s,저희 어머니 강원도 사시는데 출근길 소리 나서 돌아보니 나무 무너져있었 대요 강원도 침수 산사태 피해 관심 가져주세요,-2,78,-0.02564102564102564
29,특보 웃긴게 강남 삼성에 물샌다고 보도하더니 이후엔 대기업 오피스라고 삼성 이름 싹 뺀다    전화온듯   밤에도 열일한다,특보 웃긴게 강남 삼성 샌다고 보도 하더니 이후 대기업 오피스 삼성 이름 뺀다 전화 온듯,-2,68,-0.029411764705882353
30,아니    뉴스특보에서 제보받은 각종 침수영상만 보여주는게 이게 맞아  이건 걍 재미용 아님  침수지역 지도에 표시해주고 비 예보 알려주고 침수상황시 어케해야하는지 대피요령이나 챙겨야하는거나 그런거 반복해서 알려줘야하는거 아닌가,아니 뉴스특보 제보 받은 각종 침수 영상 보여주는게 맞아 이건 재미 아님 침수 지역 지도 표시 해주고 예보 알려주고 침수 황시 어케 해야하는지 대피 요령 챙겨 야하는거나 그런거 반복 해서 알려줘 야하는거 아닌가,-6,127,-0.047244094488188976
31,내가 퇴근하면서 보니까   침수가 시작되더라고  그걸 봤으면 차를 돌렸어야지 새끼야  집에가서 빗소리에 소주 한잔 할 생각에 정신줄 놨었니      s,퇴근 하면서 침수 시작 봤으면 돌렸어야지 새끼 소리 소주 한잔 생각 정신 놨었,1,84,0.011904761904761904
32,s        어제 서울 물난리 집중호우  여파로 강남역 침수가 발생하면서 강남역 일대에 바퀴벌레 바선생 가 출몰하는 끔찍한 상황도 발생했습니다      s,어제 서울 물난리 집중호우 여파 강남역 침수 발생 하면서 강남역 일대 바퀴벌레 선생 출몰 하는 끔찍한 상황 발생 했습니다,-2,88,-0.022727272727272728
33,마이케이팝캘린더 퍼플키스 개인적으로 두 곡 다 너무 좋고 멤버들도 모든 게 아름답지만       월하면 습한 장마보다 청량한 해변가를 더 좋아하기때문에 이 청량가득인 한 여성에 시선을 빼앗겨버      s        s,마이 케이팝 캘린더 퍼플 키스 개인 좋고 멤버 모든 아름답지만 하면 습한 장마 청량한 해변 가를 좋아하기 때문 청량가득 여성 시선 빼앗겨,-2,123,-0.016260162601626018
34,굥 뭐해  침수 안 된 집에서 뭐해       s,침수,-4,27,-0.14814814814814814
35,침수됐던 지하철역들이 거의 다 복구 됐다니 밤새 얼마나 많은 분들이 애써주신 덕분일까,침수 됐던 지하철역 거의 복구 됐다니 밤새 얼마나 많은 애써주신 덕분 일까,2,47,0.0425531914893617
36,진짜 이런 게 재밌다고 패러디하는 것도  이미지 모아서 바이럴하는 거 보는 것도 너무 고통스럽다  동료시민들이 반지하에서 죽고 삶의 터전이 무너지고 차량이 침수되는데 이 재난의 어떤 요소로든 웃을 거리를 찾고 즐긴다,진짜 이런 재밌다고 패러디 하는 이미지 모아서 바이럴 하는 보는 고통스럽다 동료 시민 반지하 죽고 터전 무너지고 차량 침수 되는데 재난 어떤 소로 거리 찾고 즐긴다,0,120,0.0
37,s    s     아니 근데 뉴스특보 보다보니 웃긴다 지방에서는 태풍이 와서 집이 무너져도 자막 한줄 덜렁 나오고 끝이었어서 윗지역 사람들은 남부지방 태풍피해 있는지도 몰랐던 적도 있는데 윗동네 비오니까 방송도 끊고 특보ㅋㅋ 근데,아니 뉴스특보 보다 보니 웃긴다 지방 태풍 와서 무너져도 자막 덜렁 나오고 이었어서 지역 사람 남부 지방 태풍 피해 있는지도 몰랐던 적도 있는데 동네 비오니까 방송 끊고 특보,-2,129,-0.015503875968992248
38,s         트위터는 진짜 재난재해에 알맞는    다  맨홀 뚜껑 조심해 덜그덕 거리는데 가까이 있지 마 침수된 길 걸을때 뭐 잡거나 짚으면서 걸어야지 안그러면 뚜껑 날아간 맨홀에 빠지거나 물살에 쓸려가 물난리 후에 피부병 전염병 조심해,트위터 진짜 재난 재해 알맞는 맨홀 뚜껑 조심해 거리 가까이 있지 침수 잡거나 짚으면서 걸어야지 그러면 뚜껑 날아간 맨홀 빠지거나 물살 쓸려가 물난리 피부병 전염병 조심해,-8,135,-0.05925925925925926
39,s            실시간 강남역 슈퍼맨 등장  아저씨 한 분이 폭우로 침수된 강남역 한복판에서 배수관에 쌓여있는 쓰레기를 맨손으로 건져냄 덕분에 종아리까지 차올랐던 물도 금방 내려감     s             s,실시간 강남역 슈퍼맨 등장 아저씨 폭우 침수 강남역 복판 배수관 쌓여있는 쓰레기 맨손 건져 덕분 종아리 차올랐던 금방 내려감,2,124,0.016129032258064516
40,s        침수로 반지하에서 사람이 죽은 사고현장에 찾아가 몸을 구겨 앉아가며 구경하다가  어제 내가 퇴근하면서 보니까 우리 아파트가 언덕에 있는데도  층이 다 물에 잠겼더라니까 라고 말하며 누구도 물어보지 않은 자신의 전날 퇴근,침수 반지하 사람 죽은 고현 찾아가 구겨 앉아가며 구경 하다가 어제 퇴근 하면서 우리 아파트 언덕 있는데도 잠겼 하며 누구 물어보지 않은 자신 전날 퇴근,2,131,0.015267175572519083
41,침수되는 건 봤지만 내 집 아니고 내 일도 아니니까 암튼 퇴근했다   같은 말을 대통령이 하면 안 되는 것 아닌가   그것도 피해지역 현장에서,침수 되는 봤지만 아니고 일도 아니니까 퇴근 했다 같은 대통령 하면 되는 아닌가 그것 피해 지역 현장,-2,79,-0.02531645569620253
42,이제야 한숨 돌릴 틈이 나서 풀어보는    지하철 침수   버스 침수   차도 막힘   도로 막힘   막판엔 수영해서 퇴근만 네 시간 한 썰 푼다 근데 이제 정전을 곁들인,이제야 한숨 돌릴 나서 풀어 보는 지하철 침수 버스 침수 차도 막힘 도로 막힘 막판 수영 해서 퇴근 시간 푼다 이제 정전 곁들인,-1,95,-0.010526315789473684
43,아픈 아기를 키우는 친구는 반지하집에서 침수와 하수구 역류를 걱정하고  정전되면 아기 산소호흡기를 어쩌나 두려워하고 있다  외래 진료를 위해 호출한 장애인콜택시 배차는 두시간 걸렸고  수목금 다 진료와 재활      s,아픈 아기 키우는 친구 반지하 침수 하수 역류 걱정 정전 되면 아기 산소호흡 기를 두려워하고 있다 외래 진료 위해 호출 장애인 택시 배차 시간 걸렸고 목금 진료 재활,0,122,0.0
44,알티타네  강남 고급아파트도 침수피해 입었는데 뭐가 불공평이냐     이런 얘기까지 나오는 게 너무 화남 조금만 생각해봐도 알잖아요 반지하 지하에 사는 사람  거리의 시장에서 장사하는 사람들이 강남 고급아파트에 사는 사람들과 같은,알티 타네 강남 고급 아파트 침수 피해 입었는데 불공평 이런 얘기 나오는 화남 조금 생각 해봐도 알잖아요 반지하 지하 사는 사람 거리 시장 장사 하는 사람 강남 고급 아파트 사는 사람 같은,-6,128,-0.046875
45,다 맞는 말입니다  덧붙이자면 제 경험상 운전석에서 도로의 물밑은 안보여요  그냥 침수 도로는 피하는 게 제일 좋습니다  거기가 자작하게 물이 고인 건지  낭떠러지에 물이 찬건지 알 수 없어요  큰 일 날 수 있어요,맞는 입니다 덧붙이자면 경험 운전 도로 물밑 안보 여요 그냥 침수 도로 피하 제일 좋습니다 거기 자작하게 물이 고인 건지 낭떠러지 물이 건지 없어요 있어요,1,120,0.008333333333333333
46,여러분 그거 아시나요  서울 물난리 강남 정전 강남역 침수 다 실트인데요 오늘 내린 비는 내일과 모레 내릴 비의 예고편이랍니다  숨 참고 러브다이브 하러가겠음 사진 시계방향으로 오늘 내일 모레임     s,여러분 그거 아시나요 서울 물난리 강남 정전 강남역 침수 실트 오늘 내린 비는 내일 모레 내릴 예고편 랍니 참고 러브 다이브 하러가겠음 사진 시계 방향 오늘 내일 모레,1,114,0.008771929824561403
47,s     이렇게 비가 많이 왔는데  다음날 대중교통이 말짱해졌다  천재지변을 인력으로 막은 셈인데  간밤에 얼마나 힘드셨을까  게다가 지하철 청소는 거의 여자 분들이 하시잖아  나는 운좋게도 침수 구간을 비껴 출퇴근하지만 마음이 참 무겁,왔는데 다음 대중교통 말짱해졌다 천재지변 인력 막은 간밤 얼마나 힘드셨을까 게다가 지하철 청소 거의 여자 하시잖아 좋게도 침수 구간 출퇴근 하지만 마음 무겁,-2,133,-0.015037593984962405
48,반지하 침수 사고 현장 찾은 윤 대통령과 오세훈 서울시장  출처   뉴스    네이버 뉴스      s                   카메라는 왜 의식하지      s,반지하 침수 사고 현장 찾은 대통령 오세훈 서울시장 출처 뉴스 네이버 뉴스 카메라 의식 하지,0,94,0.0
49,지하철    호선 운영이 오늘 첫차부터 모두 정상화된 반면  민간에서 운영하는  호선은 일부 구간만 운영되고 상당수의 역이 침수 복구를 못하고 있는 중  여러분은 지금  민영화의 결론을 보고 계십니다    운영할 때에는 최대,지하철 호선 운영 오늘 모두 정상화 반면 민간 운영 하는 호선 일부 구간 운영 되고 상당수 침수 복구 있는 여러분 지금 민영화 결론 보고 계십니다 운영 최대,1,125,0.008
50,집이 침수되면 누구는 수리 복구 될 때까지 호텔을 잡아 지낼 수 있고  못 쓰게 된 소지품도 새로 살 여유가 있는데  누구는 당장 묵을 곳도 정부가 마련해 주지 않으면 없고  생필품도 한두 개 새로 사는 것도 부담이라는,침수 되면 누구 수리 복구 호텔 잡아 지낼 있고 쓰게 소지품 새로 여유 있는데 누구 당장 곳도 정부 마련 주지 않으면 없고 생필 품도 한두 새로 사는 부담,-1,122,-0.00819672131147541
51,뉴욕에 폭설 경보가 예상된다고 뉴스가 나온 날  병원에선 출퇴근이 어려운 직원들을 위해 호텔을 빌려 숙식을 제공했고  출근한 직원들에겐 궂은 날씨에 와줘서 고맙다며   불 병원 매점 이용권  매점 자체가 너무 싸서,뉴욕 폭설 경보 예상 된다고 뉴스 나온 병원 출퇴근 어려운 직원 위해 호텔 빌려 숙식 제공 했고 출근 직원 날씨 와줘서 고맙다며 병원 매점 이용권 매점 자체 싸서,-7,119,-0.058823529411764705
52,퇴근하면서 보니 벌써 다른 아래쪽 아파트들은 침수가 시작되더라   아니 그걸 알면 퇴근을 하지 말고 중대본에서 컨트롤을 하셔야지 왜 사저를 쳐 기어들어가세요 누군 반지하에서 죽어도 자긴 고지대 비싼 아파트 산다고 자랑하,퇴근 하면서 보니 벌써 다른 아래쪽 아파트 침수 시작 되더라 아니 퇴근 하지 대본 컨트롤 하셔야지 기어 들어가세요 반지하 죽어도 자긴 지대 비싼 아파트 산다 자랑,-2,122,-0.01639344262295082
53,지금 출근하는데  도로가 안보여 이것이 침수,지금 출근 하는데 도로 안보 침수,0,24,0.0
54,서울시 최초 터널형 빗물저류시설인 신월빗물저류시설은 국내 최고 수준의 배수능력을 자랑하며 폭우 시 최대   만 톤의 빗물을 저장    신월빗물저류시설 운영을 통해 장마철마다 고질적 침수 지역이던 신월동 지      s         s,서울시 최초 터널 빗물 시설 신월 빗물 시설 국내 최고 수준 배수 능력 자랑 하며 폭우 최대 빗물 저장 신월 빗물 시설 운영 통해 장마철 고질 침수 지역 신월동,-1,131,-0.007633587786259542
55,현석아   오랜만   진짜 오랜만이다잉 ㅠㅠ 수고하셨스미스미  날씨가 오락가락하고 이제  차 장마이래  감기조심        s         s     s,현석 진짜 오랜 만이 수고 하셨 스미스 날씨 오락가락 이제 장마 감기 조심,-2,87,-0.022988505747126436
56,윤 대통령  퇴근하면서 보니 다른 아파트 침수 시작  발언 논란 출처   부산일보   네이버     s,대통령 퇴근 하면서 보니 다른 아파트 침수 시작 발언 논란 출처 부산 일보 네이버,0,57,0.0
57,s      게임  가디언 테일즈  개발사 콩스튜디오 사무실이 이번 폭우로 침수 피해를 입어 내일  월   일 로 예정되었던 업데이트가 무기한 연기되었다는 소식      s,게임 가디언 테일즈 개발 스튜디오 사무실 이번 폭우 침수 피해 입어 내일 예정 되었던 업데이트 무기한 연기 되었다는 소식,-1,96,-0.010416666666666666
